Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_condition
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,7,2005,5.5,300.88,5,0.53,3.56,-0.02,0.22,15-07-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,8,2005,5.5,300.88,4,1,4.58,0.8,0.22,15-08-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,11,2005,5.5,300.88,7,-1.32,6.63,-2.28,0.22,15-11-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,11,2005,5.5,300.88,7,-1.32,6.63,-2.28,0.22,15-11-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,5,2005,5.5,300.88,4,0.51,0.72,-0.91,0.24,15-05-2005,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,5,2005,5.5,300.88,4,0.51,0.72,-0.91,0.24,15-05-2005,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,8,2005,5.5,300.88,4,0.91,4.6,0.71,0.24,15-08-2005,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,8,2005,5.5,300.88,4,0.91,4.6,0.71,0.24,15-08-2005,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,8,2005,5.5,300.88,4,0.91,4.6,0.71,0.24,15-08-2005,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,11,2005,5.5,300.88,7,-1.51,5.39,-2.46,0.24,15-11-2005,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,11,2005,5.5,300.88,7,-1.51,5.39,-2.46,0.24,15-11-2005,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,2,2006,5.5,300.78,5,0.16,0,-2.79,0.81,15-02-2006,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,5.5,300.78,4,0.71,0,-0.66,0.81,15-05-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,8,2005,5.5,300.78,3,1.45,6.73,1.38,0.81,15-08-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,11,2004,5.5,300.78,5,0.26,2.17,-0.88,0.81,15-11-2004,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,11,2004,5.5,300.78,5,0.26,2.17,-0.88,0.81,15-11-2004,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5,-1.55,0,-3.7,0.81,15-12-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5,-1.55,0,-3.7,0.81,15-12-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,6,2005,5.5,300.78,4,0.03,0,-0.71,0.81,15-06-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,6,2005,5.5,300.78,4,0.03,0,-0.71,0.81,15-06-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,9,2005,5.5,300.78,4,1.66,11.76,1.63,0.81,15-09-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,9,2005,5.5,300.78,4,1.66,11.76,1.63,0.81,15-09-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,5.5,300.78,3,0.1,3.37,-0.32,0.81,15-10-2004,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,5.5,300.78,3,0.1,3.37,-0.32,0.81,15-10-2004,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,11,2004,5.5,300.78,5,0.26,2.17,-0.88,0.81,15-11-2004,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,11,2004,5.5,300.78,5,0.26,2.17,-0.88,0.81,15-11-2004,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5,-1.55,0,-3.7,0.81,15-12-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5,-1.55,0,-3.7,0.81,15-12-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6411,19.8832,-87.4175,Atlantic,Belize and west Caribbean,Exposed,0.0444,47,3,2005,5.5,300.83,6,-0.61,0,-3.41,0.2,15-03-2005,Number of colonies observed: 16 ; Number of bleached colonies: 1,Number of colonies observed: 16 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6411,19.8832,-87.4175,Atlantic,Belize and west Caribbean,Exposed,0.0444,47,5,2005,5.5,300.83,4,0.94,0,-0.74,0.2,15-05-2005,Number of colonies observed: 16 ; Number of bleached colonies: 1,Number of colonies observed: 16 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6411,19.8832,-87.4175,Atlantic,Belize and west Caribbean,Exposed,0.0444,47,10,2004,5.5,300.83,3,-0.07,0,-0.72,0.2,15-10-2004,Number of colonies observed: 16 ; Number of bleached colonies: 1,Number of colonies observed: 16 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6411,19.8832,-87.4175,Atlantic,Belize and west Caribbean,Exposed,0.0444,47,10,2004,5.5,300.83,3,-0.07,0,-0.72,0.2,15-10-2004,Number of colonies observed: 16 ; Number of bleached colonies: 1,Number of colonies observed: 16 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,2,2005,5.5,300.78,4,-0.18,0,-3.16,0.81,15-02-2005,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,2,2005,5.5,300.78,4,-0.18,0,-3.16,0.81,15-02-2005,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,5,2006,5.5,300.78,4,0.1,0,-1.29,0.81,15-05-2006,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,5,2005,5.5,300.78,4,0.71,0,-0.66,0.81,15-05-2005,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,6,2006,5.5,300.78,3,0.23,0,-0.53,0.81,15-06-2006,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,6,2005,5.5,300.78,4,0.03,0,-0.71,0.81,15-06-2005,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,6,2005,5.5,300.78,4,0.03,0,-0.71,0.81,15-06-2005,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,10,2004,5.5,300.78,3,0.1,3.37,-0.32,0.81,15-10-2004,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,10,2004,5.5,300.78,3,0.1,3.37,-0.32,0.81,15-10-2004,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6412,20.04,-87.4697,Atlantic,Belize and west Caribbean,Exposed,0.0395,46.93,10,2004,5.5,300.78,3,0.1,3.37,-0.32,0.81,15-10-2004,Number of colonies observed: 14 ; Number of bleached colonies: 1,Number of colonies observed: 14 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,2,2005,5.5,300.78,4,-0.18,0,-3.16,0.81,15-02-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,3,2006,5.5,300.78,5,0.07,0,-2.53,0.81,15-03-2006,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,3,2006,5.5,300.78,5,0.07,0,-2.53,0.81,15-03-2006,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,5.5,300.78,4,0.71,0,-0.66,0.81,15-05-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,5.5,300.78,4,0.71,0,-0.66,0.81,15-05-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,5.5,300.78,4,0.71,0,-0.66,0.81,15-05-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,9,2005,5.5,300.78,4,1.66,11.76,1.63,0.81,15-09-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,5.5,300.78,3,0.1,3.37,-0.32,0.81,15-10-2004,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,5.5,300.78,3,0.1,3.37,-0.32,0.81,15-10-2004,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,5.5,300.78,5,-1.55,0,-3.7,0.81,15-12-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,2,2005,5.5,300.83,4,-0.47,0,-3.53,0.2,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,2,2005,5.5,300.83,4,-0.47,0,-3.53,0.2,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,2,2005,5.5,300.83,4,-0.47,0,-3.53,0.2,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,3,2005,5.5,300.83,6,-0.61,0,-3.41,0.2,15-03-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
